budget,id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,money_now,revenue_now,budget_now,cast_score
7000000,27004,en,Ca$h,"A stroke of good luck turns lethal for Sam Phelan and his wife Leslie when they are faced with a life-changing decision that brings strange and sinister Pyke Kubic to their doorstep. As Pyke leads Sam and Leslie on a tumultuous adventure through the streets of Chicago, each are pulled deeper and deeper into a desperate spiral of deception and violence – all in the name of money.",8.207425,2010-01-01,46488,108,Released,,6.0,73,,53927.0,8120110.0,166957861.424603
7000000,164372,ru,"Снежная королева","The ice-cold Snow Queen wishes to turn the world into a frozen landscape, with no light, no joy, no happiness, and no free will. A young man, Kai, is rumored to be the son of a man who is the queen's only remaining threat. He is abducted and held captive in the queen's palace, and it's up to his sister, Gerda, to rescue him. Gerda journeys across an icy land, facing difficult obstacles and meeting wonderful new friends that help her in her quest to set Kai free, defeat the Snow Queen, and save the world from eternal frost.",5.33861,2012-10-11,12400000,76,Released,"Cold can freeze your heart, love can set you free",5.1,47,,13651492.0,7706488.0,0.0
7000000,13001,en,"Stargate: The Ark of Truth","SG-1 searches for an ancient weapon which could help them defeat the Ori, and discover it may be in the Ori's own home galaxy. As the Ori prepare to send ships through to the Milky Way to attack Earth, SG-1 travels to the Ori galaxy aboard the Odyssey. The International Oversight committee have their own plans and SG-1 finds themselves in a distant galaxy fighting two powerful enemies.",8.591387,2008-03-11,8900000,97,Released,"The lines have been drawn. The battle has been waged. Only one thing can save us...",6.9,140,,10447369.0,8217032.0,200380215.016667
0,13649,en,"High School Musical 2","The East High Wildcats are ready to have the time of their lives. Troy (Zac Efron) is thrilled when he’s offered a job in a country club, but it’s all part of Sharpay’s (Ashley Tisdale) plot to lure him away from Gabriella (Vanessa Hudgens). How will it all turn out? All questions are answered on the night of the club’s Talent Show.",21.01755,2007-08-17,7000000,104,Released,,6.1,843,,8529279.0,0.0,72755298.9708302
6900000,82505,en,"House at the End of the Street","A mother and daughter move to a new town and find themselves living next door to a house where a young girl murdered her parents. When the daughter befriends the surviving son, she learns the story is far from over.",25.613197,2012-09-21,44287131,101,Released,"Fear reaches out... for the girl next door.",5.6,555,,48756889.0,7596395.0,42786005.3501984
6800000,46738,fr,Incendies,"A mother's last wishes send twins Jeanne and Simon on a journey to Middle East in search of their tangled roots. Adapted from Wajdi Mouawad's acclaimed play, Incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love.",21.285206,2010-09-04,7103838,130,Released,"The search began at the opening of their mother's will.",7.9,479,,8240564.0,7888107.0,17296485.0144928
6500000,250546,en,Annabelle,"John Form has found the perfect gift for his expectant wife, Mia - a beautiful, rare vintage doll in a pure white wedding dress. But Mia's delight with Annabelle doesn't last long. On one horrific night, their home is invaded by members of a satanic cult, who violently attack the couple. Spilled blood and terror are not all they leave behind. The cultists have conjured an entity so malevolent that nothing they did will compare to the sinister conduit to the damned that is now... Annabelle.",60.225219,2014-10-02,255273813,99,Released,"Before the Conjuring, there was Annabelle.",5.6,1517,,272524127.0,6939242.0,121024771.731884
7,38415,en,"Bran Nue Dae","In the Summer of 1965 a young man is filled with the life of the idyllic old pearling port Broome - fishing, hanging out with his mates and his girl. However his mother returns him to the religious mission for further schooling. After being punished for an act of youthful rebellion, he runs away from the mission on a journey that ultimately leads him back home.",0.050456,2009-08-09,7,82,Released,"Bran Nue Dae",5.2,6,,8.0,8.0,88233646.35
6500000,8998,en,"Friends with Money","After she quits her lucrative job, Olivia finds herself unsure about her future and her relationships with her successful and wealthy friends.",11.885221,2006-09-07,13368437,88,Released,,5.1,128,,16745111.0,8141806.0,153845509.142244
6500000,76025,en,Shame,"Brandon is a New Yorker who shuns intimacy with women but feeds his desires with a compulsive addiction to sex. When his wayward younger sister moves into his apartment stirring memories of their shared painful past, Brandon's insular life spirals out of control.",40.688426,2011-10-02,17693675,100,Released,,7.0,875,,19888509.0,7306301.0,63062289.2106643
6500000,4836,en,"Layer Cake","When a seemingly straight-forward drug deal goes awry, XXXX has to break his die-hard rules and turn up the heat, not only to outwit the old regime and come out on top, but to save his own skin...",24.0034,2004-09-30,11850214,105,Released,,7.0,559,,15839221.0,8688024.0,161234441.153126
6500000,14631,en,"The Work and the Glory II: American Zion","""The Work and The Glory: American Zion"" sets the story of the fictional Steed family against the historically factual backdrop of the Mormon people's move into the West. Divided by their diverse reactions to a nascent ideology, the Steeds struggle to hold together as the strength of their convictions and their filial bonds are tested. The stirring narrative of the faith that led a persecuted people to Missouri and beyond is one of the most poignant untold tales of American history. It is the account of a valiant struggle to exercise the rights promised by a fledgling nation. ""The Work and the Glory: American Zion"" unearths the story of the passion behind the movement which eventually launched the largest American migration and the colonization of the West: the vision of a promised land in America.",2.639106,2005-10-21,2025032,100,Released,,8.0,6,,2617695.0,8402344.0,25586429.875
6500000,87499,en,"The East","An operative for an elite private intelligence firm finds her priorities irrevocably changed after she is tasked with infiltrating an anarchist group known for executing covert attacks upon major corporations.",16.574756,2013-05-31,2401510,116,Released,"Spy on us, we'll spy on you.",6.5,305,,2604814.0,7050270.0,107457817.918558
6500000,18923,en,"A Home at the End of the World","Three friends form a bond over the year, Johnathan is gay, Clare is straight and Bobby is neither, instead he loves the people he loves. As their lives go on there is tension and tears which culminate in a strong yet fragile friendship between the three.",5.483531,2004-07-23,1548955,96,Released,"Family can be whatever you want it to be.",6.8,45,,2070363.0,8688024.0,48648189.8978836
6500000,28089,en,"The Messenger","Will Montgomery (Ben Foster), a U.S. Army Staff Sergeant who has returned home from Iraq, is assigned to the Army’s Casualty Notification service. Montgomery is partnered with Captain Tony Stone (Woody Harrelson), to give notice to the families of fallen soldiers. The Sergeant is drawn to Olivia Pitterson (Samantha Morton), to whom he has delivered news of her husband’s death.",8.432401,2009-11-13,1521261,113,Released,"The Scars of War Will Last Forever",7.1,119,,1792922.0,7660744.0,126050632.119385
0,5708,en,Control,"Control is the biography of Joy Division lead singer Ian Curtis, taking his story from schoolboy days of 1973 to his suicide on the eve of the band's first American tour in 1980.",11.357474,2007-09-26,8159508,121,Released,,7.5,200,,9942103.0,0.0,36166696.9073541
4800000,338,de,"Good bye, Lenin!","An affectionate and refreshing East/West-Germany comedy about a boy who’s mother was in a coma while the Berlin wall fell and when she wakes up he must try to keep her from learning what happen (since she was an avid communist supporter) to avoid shocking her which could lead to another heart attack.",11.086001,2003-02-09,79384880,121,Released,"The German Democratic Republic lives on -- in 79 square meters!",7.4,586,,108972238.0,6588997.0,46139575.9416667
6000000,1777,en,"Fahrenheit 9/11","Michael Moore's view on what happened to the United States after September 11; and how the Bush Administration allegedly used the tragic event to push forward its agenda for unjust wars in Afghanistan and Iraq.",16.20985,2004-06-25,119114517,122,Released,"Controversy... what controversy?",6.8,397,,159210727.0,8019714.0,84383112.290056
5000000,11452,en,"National Lampoon’s Van Wilder","Van Wilder has been attending college for far too many years and is scared to graduate, but Van’s father eventually realizes what is going on. When he stops paying his son's tuition fees, Van must come up with the money if he wants to stay in college, so he and his friends come up with a great fund-raising idea – throwing parties. However, when the college magazine finds out and reporter, Gwen is sent to do a story on Van Wilder, things get a little complicated.",35.108498,2002-03-29,38275483,92,Released,"Don't Graduate. Celebrate.",5.9,858,,53749495.0,7021400.0,87891217.6366633
6000000,12163,en,"The Wrestler","Aging wrestler Randy ""The Ram"" Robinson is long past his prime but still ready and rarin' to go on the pro-wrestling circuit. After a particularly brutal beating, however, Randy hangs up his tights, pursues a serious relationship with a long-in-the-tooth stripper, and tries to reconnect with his estranged daughter. But he can't resist the lure of the ring and readies himself for a comeback.",40.196514,2008-09-07,44703995,109,Released,"Love. Pain. Glory.",7.3,1000,,52476307.0,7043170.0,55161744.9906907
6000000,14144,en,"Daddy Day Camp","Seeking to offer his son the satisfying summer camp experience that eluded him as a child, the operator of a neighborhood daycare center opens his own camp, only to face financial hardship and stiff competition from a rival camp.",12.601677,2007-08-08,18197398,89,Released,"The summer is going to be in tents.",4.4,91,,22172955.0,7310811.0,93185474.1358932
6000000,13370,en,"A Mighty Wind","In ""A Mighty Wind"", director Christopher Guest reunites the team from ""Best In Show"" and ""Waiting for Guffman"" to tell tell the story of 60's-era folk musicians, who inspired by the death of their former manager, get back on the stage for one concert in New York City's Town Hall.",4.053017,2003-04-16,18750246,91,Released,"Back together for the first time, again.",6.6,74,,25738607.0,8236246.0,124385020.619645
6000000,1523,en,"The Last King of Scotland","Young Scottish doctor, Nicholas Garrigan decides it's time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor.",26.286954,2006-09-01,48027970,121,Released,"Charming. Magnetic. Murderous.",7.4,558,,60159141.0,7515513.0,57398466.309316
5000000,92591,en,Bernie,"In this true story in the tiny, rural town of Carthage, TX, assistant funeral director Bernie Tiede was one of the town's most beloved residents. Everyone loved and appreciated Bernie, and it came as no surprise when he befriended Marjorie Nugent, an affluent widow who was as well known for her sour attitude as her fortune. Until that day news came that Marjorie Nugent had been dead for some time, and Bernie Tiede was being charged with the murder.",12.68514,2012-04-27,9206470,100,Released,"A story so unbelievable it must be true.",6.5,320,,10135650.0,5504634.0,58113497.7673108
6000000,57612,en,"Dolphins and Whales: Tribes of the Ocean","This documentary goes to coral reefs of the Bahamas and the waters of the Kingdom of Tonga for a close encounter with the surviving tribes of the ocean: wild dolphins and belugas, the love of a Humpback mother for her newborn calf, the singing Humpback males, an orca the mighty King of the ocean, and the gentle manatee. Little-known aspects of these creatures capable of sophisticated communication and social interaction. Documents the life of these graceful, majestic yet endangered sea creatures",0.041651,2008-02-15,7518876,42,Released,,8.0,3,,8826120.0,7043170.0,69533923.3090909
6000000,83686,en,"The Words","The Words follows young writer Rory Jansen who finally achieves long sought after literary success after publishing the next great American novel. There's only one catch - he didn't write it. As the past comes back to haunt him and his literary star continues to rise, Jansen is forced to confront the steep price that must be paid for stealing another man's work, and for placing ambition and success above life's most fundamental three words.",14.988746,2012-09-07,13231461,96,Released,"There's more than one way to take a life.",6.4,379,,14566870.0,6605561.0,140266775.288133
6000000,28053,en,"City Island","The Rizzos, a family who doesn't share their habits, aspirations, and careers with one another, find their delicate web of lies disturbed by the arrival of a young ex-con brought home by Vince, the patriarch of the family, who is a corrections officer in real life, and a hopeful actor in private.",6.497285,2009-03-06,6670712,104,Released,"Truth is stranger than family",6.9,113,,7861941.0,7071456.0,132258664.906277
6000000,67913,en,"The Guard","Two policemen must join forces to take on an international drug- smuggling gang - one, an unorthodox Irish policeman and the other, a straitlaced FBI agent. Sergeant Gerry Boyle is an eccentric small-town cop with a confrontational and crass personality and a subversive sense of humor. A longtime policeman in County Galway, Boyle is a maverick with his own moral code. He has seen enough of the world to know there isn't much to it and has had plenty of time to think about it. When a fellow police officer disappears and Boyle's small town becomes key to a large drug trafficking investigation, he is forced to at least feign interest when dealing with the humorless FBI agent Wendell Everett assigned to the case.",19.411141,2011-07-07,19560274,96,Released,"The FBI are about to discover that things work a little differently around here.",6.8,372,,21986653.0,6744278.0,110829028.775376
7000000,13991,en,College,"A wild weekend is in store for three high school seniors who visit a local college campus as prospective freshmen.",7.034618,2008-08-28,6230276,94,Released,,4.8,48,,7313482.0,8217032.0,128027533.839474
5500000,231576,en,"Wish I Was Here","Aidan Bloom, a struggling actor, father and husband, is 35 years old and still trying to find a purpose for his life. He and his wife are barely getting by financially and Aidan passes his time by fantasizing about being the great futuristic Space-Knight he'd always dreamed he'd be as a little kid. When his ailing father can no longer afford to pay for private school for his two kids and the only available public school is on its last legs, Aidan reluctantly agrees to attempt to home-school them. Through teaching them about life his way, Aidan gradually discovers some of the parts of himself he couldn't find.",15.015271,2014-01-18,5483299,120,Released,"Life is an occasion. Rise to it.",6.4,300,,5853837.0,5871667.0,113670482.913576
6000000,13537,en,"Shattered Glass","Fact-based 2003 drama about the young journalist Stephen Glass, who got a job at The New Republic in 1995 and for three years fabricated at least half of the stories he wrote.",6.27257,2003-11-14,2944752,94,Released,,6.6,111,,4042284.0,8236246.0,94864489.3577269
6000000,20794,en,Novocaine,"A dentist finds himself a murder suspect after a sexy patient seduces him into prescribing her drugs",4.148253,2001-11-23,2025238,95,Released,,6.0,44,,2889505.0,8560491.0,71060916.4152209
6000000,13990,en,"The Wackness","Set in New York City in the sweltering summer, The Wackness tells the story of a troubled teenage drug dealer, who trades pot for therapy sessions with a drug-addled psychiatrist. Things get more complicated when he falls for one of his classmates, who just happens to be the doctors daughter. This is a coming-of-age story about sex, drugs, music and what it takes to be a man.",7.161051,2008-07-03,2899975,99,Released,,6.2,94,,3404170.0,7043170.0,114805084.707364
6000000,59728,en,"The 5th Quarter","In the wake of a car crash that killed his brother, football player Jon Abbate leads his school's struggling team to its most successful season ever.",0.215464,2011-03-25,399611,97,Released,"Rising from tragedy to triumph",4.7,12,,449181.0,6744278.0,22395276.1880342
134005,58882,en,"Snow Flower and the Secret Fan","A story set in 19th century China and centered on the lifelong friendship between two girls who develop their own secret code as a way to contend with the rigid cultural norms imposed on women.",2.260315,2011-07-15,1332231,104,Released,,5.3,22,,1497489.0,150628.0,56526414.4668803
6000000,13827,en,"Surfer, Dude","A wave twisting tale of a soul searching surfer experiencing an existential crisis.",2.404626,2008-09-05,69497,85,Released,,4.7,25,,81580.0,7043170.0,156495141.782816
0,44260,en,"Lake of Fire","An unflinching look at the how the battle over abortion rights has played out in the United States over the last 15 years",0.475748,2006-09-09,25,152,Released,"Exploring the Issue that Divides the World",8.0,10,,31.0,0.0,0.0
12000000,97614,en,Deadfall,"A thriller that follows two siblings who decide to fend for themselves in the wake of a botched casino heist, and their unlikely reunion during another family's Thanksgiving celebration.",10.19041,2012-11-08,66351,95,Released,"Twisty thriller... a wild ride.",5.6,224,,73048.0,13211122.0,69187509.1163165
5300000,1555,fr,"L'Auberge espagnole","A strait-laced French student moves into an apartment in Barcelona with a cast of six other characters from all over Europe. Together, they speak the international language of love and friendship.",13.034602,2002-05-17,3897799,122,Released,"They came from Paris, Rome, London and Berlin to... the Spanish Apartment... where a year can change a lifetime.",7.0,266,,5473601.0,7442684.0,37572413.425
6000000,244783,en,"Song One","Estranged from her family, Franny returns home when an accident leaves her brother comatose. Retracing his life as an aspiring musician, she tracks down his favorite musician, James Forester. Against the backdrop of Brooklyn’s music scene, Franny and James develop an unexpected relationship and face the realities of their lives.",6.349218,2014-01-20,32251,86,Released,"A moment can change everything.",5.5,87,,34430.0,6405454.0,125235142.025
4000000,16564,nl,Oorlogswinter,"During World War II in the freezing Netherlands winter of 1944/1945 the western Netherlands are in the grip of a famine.  Many people move east to provide for their families. Fourteen year old Michiel can't wait to join the Dutch resistance, to the dismay of his father, who, as mayor, works to prevent escalations in the village.",5.013575,2008-11-17,530048,103,Released,"In 1945 Holland, a boy must choose between good and evil.",6.8,66,,622203.0,4695447.0,41592135.9777778
6000000,8982,th,"ต้มยำกุ้ง","In Bangkok, the young Kham was raised by his father in the jungle with elephants as members of their family. When his old elephant and the baby Kern are stolen by criminals, Kham finds that the animals were sent to Sidney. He travels to Australia, where he locates the baby elephant in a restaurant owned by the evil Madame Rose, the leader of an international Thai mafia. With the support of the efficient Thai sergeant Mark, who was involved in a conspiracy, Kham fights to rescue the animal from the mobsters.",11.81832,2005-08-11,27165581,108,Released,"Vengeance Knows No Mercy",6.8,167,,35116085.0,7756010.0,240616969.016667
3500159,455,en,"Bend It Like Beckham","Jess Bhamra, the daughter of a strict Indian couple in London, is not permitted to play organized soccer, even though she is 18. When Jess is playing for fun one day, her impressive skills are seen by Jules Paxton, who then convinces Jess to play for her semi-pro team. Jess uses elaborate excuses to hide her matches from her family while also dealing with her romantic feelings for her coach, Joe.",22.054546,2002-04-11,76578641,112,Released,"Sometimes, to follow your dreams... you've got to bend the rules!",6.2,578,,107537854.0,4915203.0,62556372.019457
5800000,14351,en,Crossover,"The clock strikes midnight, money changes hands, the crowd is on their feet, and the court is alive with fast-paced razzle-dazzle basketball. These players don't play for a school or a pro team. They play for the street and it's underground...way underground.",3.201886,2006-09-01,7000000,95,Released,,4.2,10,,8768099.0,7264996.0,62104727.3731971
0,147767,en,"Khiladi 786","The 8th installment in the Khiladi series.",0.114342,2012-12-07,126,139,Released,,4.7,11,,139.0,0.0,2024172.88888889
5600000,10664,es,"[REC]²","The action continues from [REC], with the medical officer and a SWAT team outfitted with video cameras are sent into the sealed off apartment to control the situation.",22.341462,2009-09-15,18469680,85,Released,"Fear Revisited",6.4,489,,21767921.0,6600026.0,31379200.8717949
0,55567,en,"Standing Ovation","A group of young girls is competing in a nation teen music video competition.",0.305922,2010-07-16,531826,105,Released,"Dance - Sing - Dream",3.9,6,,616927.0,0.0,19295057.046875
4361898,321,en,"Mambo Italiano","A sweet comic film about an Italian man who comes out of the closet and the affect it has on his life and his crazy family. A family movie about the stereotypes of homosexuals and Italians – called by critics ""the gay"" My Big Fat Greek Wedding.",2.080741,2003-06-06,3031801,92,Released,"Things change. Family doesn't.",5.6,28,,4161777.0,5987611.0,33504717.8333333
5000000,4997,en,Wonderland,"On the afternoon of July 1, 1981, Los Angeles police responded to a distress call on Wonderland Avenue and discovered a grisly quadruple homicide. The police investigation that followed uncovered two versions of the events leading up to the brutal murders - both involving legendary porn actor John Holmes. You're about to experience both versions.",7.79068,2003-10-23,2466444,104,Released,"Sex, drugs, murder. Welcome to L.A.",6.2,73,,3385707.0,6863539.0,96445683.839919
0,979,fr,"Irréversible","Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in the underpass. Her boyfriend and ex-lover take matters into their own hands by hiring two criminals to help them find the rapist so that they can exact revenge. A simultaneously beautiful and terrible examination of the destructive nature of cause and effect, and how time destroys everything.",32.476098,2002-05-22,792,97,Released,"Time destroys everything.",7.1,538,,1112.0,0.0,66306810.5416667
2200000,7913,hi,"Rang De Basanti","A young idealistic English filmmaker, Sue, arrives in India to make a film on Indian revolutionaries Bhagat Singh, Chandrashekhar Azad and their contemporaries and their fight for freedom from the British Raj. Owing to a lack of funds, she recruits students from Delhi University to act in her docu-drama. She finds DJ, who passed out five years back but still wants to be a part of the University because he doesn't think there's too much out there in the real world to look forward to. Karan, the son of Industrialist Rajnath Singhania, who shares an uncomfortable relationship with his father, but continues to live off him, albeit very grudgingly. Aslam, is a middle class Muslim boy, who lives in the by-lanes near Jama Masjid, poet, philosopher and guide to his friends. Sukhi, the group's baby, innocent, vulnerable and with a weakness for only one thing - girls. Laxman Pandey...",5.206967,2006-01-26,11502151,157,Released,"A Generation Awakens",7.2,97,,14407428.0,2755688.0,3849264.55555556
0,70670,en,Hodejegerne,"An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary..",20.821846,2011-08-04,15699707,100,Released,"The hunt is on.",7.1,399,,17647197.0,0.0,36633456.2352941
5500000,230266,en,"Miss Julie","Over the course of a midsummer night in Fermanagh in 1890, an unsettled daughter of the Anglo-Irish aristocracy encourages her father's valet to seduce her.",5.033065,2014-09-07,5000000,120,Released,"Love is a foolish game",5.9,45,,5337879.0,5871667.0,108332409.763095
4000000,215,en,"Saw II","When a new murder victim is discovered with all the signs of Jigsaw's hand, Detective Eric Matthews begins a full investigation and apprehends Jigsaw with little effort. But for Jigsaw, getting caught is just another part of his plan. Eight more of his victims are already fighting for their lives and now it's time for Matthews to join the game...",42.187986,2005-10-28,152925093,92,Released,"Oh Yes... There Will Be Blood.",6.3,1251,,197681418.0,5170673.0,95369679.8022222
15000000,333371,en,"10 Cloverfield Lane","After a car accident, Michelle awakens to find herself in a mysterious bunker with two men named Howard and Emmett. Howard offers her a pair of crutches to help her remain mobile with her leg injury sustained from the car crash and tells her to ""get good on those"" before leaving the bunker. She has been given the information that there has been an alien attack and the outside world is poisoned. However, Howard and Emmett's intentions soon become questionable and Michelle is faced with a question: Is it better in here or out there?",53.698683,2016-03-10,108286421,103,Released,"Monsters come in many forms.",6.8,2468,,114006384.0,15792338.0,71100439.986817
5000000,9012,en,"Jackass: The Movie","Johnny Knoxville and his crazy friends appear on the big screen for the very first time in Jackass: The Movie. They wander around Japan in panda outfits, wreak havoc on a once civilized golf course, they even do stunts involving LIVE alligators, and so on. While Johnny Knoxvile and his pals put their life at risk, they are entertaining people at the same time. Get ready for Jackass: The Movie!!",14.752587,2002-10-21,64282312,87,Released,"Do not attempt this at home.",6.1,345,,90270365.0,7021400.0,114585330.977995
4900000,345911,en,"Lights Out","When Rebecca left home, she thought she left her childhood fears behind. Growing up, she was never really sure of what was and wasn’t real when the lights went out…and now her little brother, Martin, is experiencing the same unexplained and terrifying events that had once tested her sanity and threatened her safety. A frightening entity with a mysterious attachment to their mother, Sophie, has reemerged.",48.170508,2016-07-21,44107032,81,Released,,6.3,1129,,46436877.0,5158830.0,198523813.547932
5000000,72571,en,"Paranormal Activity 3","In 1988, evil begins to terrorize young sisters Katie and Kristi for the first time when an invisible entity resides in their home.",29.15813,2011-10-19,205703818,83,Released,"It Runs In The Family",5.9,669,,231220607.0,5620231.0,58531940.3030303
5000000,242512,en,Ouija,"A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.",56.30466,2014-10-24,103590271,89,Released,"Keep telling yourself it's just a game",4.9,983,,110590459.0,5337879.0,79641424.3982456
5500000,211954,es,"No se Aceptan Devoluciones","Valentin is Acapulco's resident playboy, until a former fling leaves a baby on his doorstep and him heading with her out of Mexico.",9.59729,2013-07-20,99067206,115,Released,"Life doesn't care if you're ready.",7.5,205,,107453933.0,5965613.0,16447945.7414966
5000000,82990,en,"Paranormal Activity 4","It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.",20.326337,2012-10-17,142817992,95,Released,"It's closer than you think",5.2,563,,157232154.0,5504634.0,170415489.678571
8000000,504,en,Monster,"Aileen Wuornos is an emotionally scarred highway hooker who shoots a sadistic trick who rapes her and ultimately becomes America's first female serial killer.",19.683187,2003-11-16,60378584,110,Released,"The first female serial killer of America",7.0,485,,82882148.0,10981662.0,74483598.26
5000000,227348,en,"Paranormal Activity: The Marked Ones","Seventeen-year-old Jesse has been hearing terrifying sounds coming from his neighbor’s apartment, but when he turns on his camera and sets out to uncover their source, he encounters an ancient evil that won’t rest until it’s claimed his very soul.",19.984477,2014-01-01,86362372,84,Released,"You're one of us now.",5.2,449,,92198372.0,5337879.0,94394487.4071428
5000000,152532,en,"Dallas Buyers Club","Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.",59.454473,2013-09-07,55198285,117,Released,"Sometimes it takes a hustler to change the world",7.9,2886,,59871203.0,5423285.0,126204377.131196
3300000,243940,en,"The Lazarus Effect","Medical researcher Frank, his fiancee Zoe and their team have achieved the impossible: they have found a way to revive the dead. After a successful, but unsanctioned, experiment on a lifeless animal, they are ready to make their work public. However, when their dean learns what they've done, he shuts them down. Zoe is killed during an attempt to recreate the experiment, leading Frank to test the process on her. Zoe is revived -- but something evil is within her.",20.304235,2015-01-29,64110728,83,Released,"Evil will rise.",5.1,505,,68374683.0,3519480.0,125003739.87037
9000000,77,en,Memento,"Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember.",60.715151,2000-10-11,39723096,113,Released,"Some memories are best forgotten.",8.1,4028,,58261763.0,13200277.0,187774068.270855
5000000,157547,en,Oculus,"A woman tries to exonerate her brother's murder conviction by proving that the crime was committed by a supernatural phenomenon.",35.871248,2013-09-08,44030246,104,Released,"You see what it wants you to see",6.3,1050,,47757712.0,5423285.0,133373821.666667
5000000,2295,en,"Clerks II","A calamity at Dante and Randall's shops sends them looking for new horizons - but they ultimately settle at Mooby's, a fictional Disney-McDonald's-style fast-food empire.",18.077963,2006-05-25,26888376,97,Released,"With No Power Comes No Responsibility",6.9,398,,33679991.0,6262928.0,87643909.5311827
5000000,71,en,"Billy Elliot","Set against the background of the 1984 Miner's Strike, Billy Elliot is an 11 year old boy who stumbles out of the boxing ring and onto the ballet floor. He faces many trials and triumphs as he strives to conquer his family's set ways, inner conflict, and standing on his toes!",20.428237,2000-05-18,110000000,110,Released,"Inside every one of us is a special talent waiting to come out. The trick is finding it.",7.4,750,,161336718.0,7333487.0,81990828.8865546
4600000,147773,en,"The Way Way Back","Over the course of his summer break, a teenager comes into his own thanks in part to the friendship he strikes up with one of the park's managers.",32.14444,2013-06-06,23198652,103,Released,"We've all been there.",7.1,688,,25162579.0,4989422.0,154500214.683646
10000000,59968,en,"Our Idiot Brother","Everybody has the sibling who is always just a little bit behind the curve when it comes to getting his life together. For sisters Liz, Miranda and Natalie, that person is their perennially upbeat brother Ned, an erstwhile organic farmer whose willingness to rely on the honesty of mankind is a less-than-optimum strategy for a tidy, trouble-free existence. Ned may be utterly lacking in common sense, but he is their brother and so, after his girlfriend dumps him and boots him off the farm, his sisters once again come to his rescue. As Liz, Miranda and Natalie each take a turn at housing Ned, their brother's unfailing commitment to honesty creates more than a few messes in their comfortable routines. But as each of their lives begins to unravel, Ned's family comes to realize that maybe, in believing and trusting the people around him, Ned isn't such an idiot after all.",15.688439,2011-08-26,17273593,90,Released,"Everybody has one",5.9,365,,19416318.0,11240463.0,99662658.9704651
5000000,323677,en,Race,"Based on the incredible true story of Jesse Owens, the legendary athletic superstar whose quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy. Starring Stephan James, Jason Sudeikis, Jeremy Irons, Carice Van Houten and William Hurt - Race is an enthralling film about courage, determination, tolerance, and friendship, and an inspiring drama about one man's fight to become an Olympic legend.",22.9951,2016-02-19,24804129,134,Released,"The incredible true story of gold medal champion Jesse Owens",7.1,478,,26114346.0,5264113.0,97208023.2609849
5000000,256274,en,"As Above, So Below","When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.",26.510558,2014-08-14,40100000,93,Released,"The only way out is down.",6.1,766,,42809787.0,5337879.0,8587241.4375
5000000,284293,en,"Still Alice","Alice Howland, happily married with three grown children, is a renowned linguistics professor who starts to forget words. When she receives a devastating diagnosis, Alice and her family find their bonds tested.",35.307577,2014-12-05,43884652,99,Released,,7.5,1104,,46850189.0,5337879.0,134438110.434025
5000000,8346,en,"My Big Fat Greek Wedding","A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.",18.115566,2002-02-22,368744044,95,Released,"Love is here to stay... so is her family.",6.2,671,,517819885.0,7021400.0,119206778.530208
5000000,122081,en,"Spring Breakers","After four college girls rob a restaurant to fund their spring break in Florida, they get entangled with a weird dude with his own criminal agenda.",62.554173,2013-01-24,31724284,94,Released,"A little sun can bring out your dark side.",5.0,1551,,34409965.0,5423285.0,104981897.543124
5000000,1391,es,"Y tu mamá también","In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",16.890285,2001-06-08,33616692,106,Released,"Life has its ways of teaching. Life has its ways to confuse us. Life has its ways to move us. Life has its ways to amaze. Life has its ways to hurt us. Life has its ways to heal. Life has its ways to inspire.",7.3,315,,47962564.0,7133742.0,33501987.59375
4000000,747,en,"Shaun of the Dead","Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.",49.12486,2004-04-09,30039392,99,Released,"A romantic comedy. With zombies.",7.5,2420,,40151222.0,5346476.0,146210800.162882
